|6.6.6
primRef_1.tab
           2
T(K)    
   300.00000000000000     
   31.623076923076923     
          118
P(bar)  
   1.0000000000000000     
   11965.794871794871     
          118
           6
T(K)           P(bar)         mode           rho,kg/m3      Ks,bar         Gs,bar        
1.122200000000000045e+03 1.000000000000000000e+00 -3.692210000000000000e+10 3.088909999999999854e+03 8.590380000000000000e+05 5.290870000000000000e+05
1.153819999999999936e+03 1.000000000000000000e+00 -3.677910000000000000e+10 3.086579999999999927e+03 8.561580000000000000e+05 5.256530000000000000e+05
1.185450000000000045e+03 1.000000000000000000e+00 -3.663570000000000000e+10 3.084219999999999800e+03 8.532470000000000000e+05 5.222080000000000000e+05
1.217069999999999936e+03 1.000000000000000000e+00 -3.649190000000000000e+10 3.081840000000000146e+03 8.503050000000000000e+05 5.187530000000000000e+05
1.248690000000000055e+03 1.000000000000000000e+00 -3.634770000000000000e+10 3.079440000000000055e+03 8.473310000000000000e+05 5.152880000000000000e+05
1.280319999999999936e+03 1.000000000000000000e+00 -3.620310000000000000e+10 3.077010000000000218e+03 8.443240000000000000e+05 5.118130000000000000e+05
1.311940000000000055e+03 1.000000000000000000e+00 -3.605820000000000000e+10 3.074559999999999945e+03 8.412830000000000000e+05 5.083270000000000000e+05
1.343559999999999945e+03 1.000000000000000000e+00 -3.591290000000000000e+10 3.072079999999999927e+03 8.382080000000000000e+05 5.048300000000000000e+05
1.375180000000000064e+03 1.000000000000000000e+00 -3.576720000000000000e+10 3.069570000000000164e+03 8.350960000000000000e+05 5.013240000000000000e+05
1.406809999999999945e+03 1.000000000000000000e+00 -3.562110000000000000e+10 3.067039999999999964e+03 8.319480000000000000e+05 4.978060000000000000e+05
1.438430000000000064e+03 1.000000000000000000e+00 -3.547460000000000000e+10 3.064480000000000018e+03 8.287630000000000000e+05 4.942780000000000000e+05
1.470049999999999955e+03 1.000000000000000000e+00 -3.532780000000000000e+10 3.061889999999999873e+03 8.255380000000000000e+05 4.907390000000000000e+05
1.501680000000000064e+03 1.000000000000000000e+00 -3.518050000000000000e+10 3.059269999999999982e+03 8.222730000000000000e+05 4.871880000000000000e+05
1.533299999999999955e+03 1.000000000000000000e+00 -3.503290000000000000e+10 3.056619999999999891e+03 8.189650000000000000e+05 4.836260000000000000e+05
1.564930000000000064e+03 1.000000000000000000e+00 -3.488480000000000000e+10 3.053949999999999818e+03 8.156150000000000000e+05 4.800510000000000000e+05
1.596549999999999955e+03 1.000000000000000000e+00 -3.473630000000000000e+10 3.051239999999999782e+03 8.122190000000000000e+05 4.764650000000000000e+05
1.628180000000000064e+03 1.000000000000000000e+00 -3.458740000000000000e+10 3.048500000000000000e+03 8.087760000000000000e+05 4.728650000000000000e+05
1.659799999999999955e+03 1.000000000000000000e+00 -3.614320000000000000e+10 3.199260000000000218e+03 6.711780000000000000e+05 5.277380000000000000e+05
1.691430000000000064e+03 1.000000000000000000e+00 -3.595340000000000000e+10 3.193690000000000055e+03 6.595850000000000000e+05 5.233260000000000000e+05
1.723049999999999955e+03 1.000000000000000000e+00 -3.576200000000000000e+10 3.187989999999999782e+03 6.478000000000000000e+05 5.188850000000000000e+05
1.754680000000000064e+03 1.000000000000000000e+00 -3.556860000000000000e+10 3.182139999999999873e+03 6.358100000000000000e+05 5.144120000000000000e+05
1.786309999999999945e+03 1.000000000000000000e+00 -3.537340000000000000e+10 3.176130000000000109e+03 6.236010000000000000e+05 5.099030000000000000e+05
1.817930000000000064e+03 1.000000000000000000e+00 -3.517600000000000000e+10 3.169940000000000055e+03 6.111590000000000000e+05 5.053560000000000000e+05
1.849559999999999945e+03 1.000000000000000000e+00 -3.497630000000000000e+10 3.163570000000000164e+03 5.984640000000000000e+05 5.007690000000000000e+05
1.881180000000000064e+03 1.000000000000000000e+00 -3.477420000000000000e+10 3.157010000000000218e+03 5.854960000000000000e+05 4.961370000000000000e+05
1.912809999999999945e+03 1.000000000000000000e+00 -3.456930000000000000e+10 3.150219999999999800e+03 5.722330000000000000e+05 4.914550000000000000e+05
1.944430000000000064e+03 1.000000000000000000e+00 -3.436150000000000000e+10 3.143199999999999818e+03 5.586470000000000000e+05 4.867200000000000000e+05
1.976059999999999945e+03 1.000000000000000000e+00 -3.415050000000000000e+10 3.135920000000000073e+03 5.447080000000000000e+05 4.819250000000000000e+05
2.007680000000000064e+03 1.000000000000000000e+00 -3.393590000000000000e+10 3.128360000000000127e+03 5.303770000000000000e+05 4.770640000000000000e+05
2.039309999999999945e+03 1.000000000000000000e+00 -3.371730000000000000e+10 3.120489999999999782e+03 5.156120000000000000e+05 4.721290000000000000e+05
2.070940000000000055e+03 1.000000000000000000e+00 -3.349410000000000000e+10 3.112260000000000218e+03 5.003660000000000000e+05 4.671100000000000000e+05
2.102559999999999945e+03 1.000000000000000000e+00 -3.326590000000000000e+10 3.103630000000000109e+03 4.845510000000000000e+05 4.619950000000000000e+05
2.134190000000000055e+03 1.000000000000000000e+00 -3.303180000000000000e+10 3.094550000000000182e+03 4.681080000000000000e+05 4.567700000000000000e+05
2.165809999999999945e+03 1.000000000000000000e+00 -3.279090000000000000e+10 3.084949999999999818e+03 4.510350000000000000e+05 4.514160000000000000e+05
2.197440000000000055e+03 1.000000000000000000e+00 -3.254190000000000000e+10 3.074730000000000018e+03 4.328650000000000000e+05 4.459100000000000000e+05
2.229059999999999945e+03 1.000000000000000000e+00 -3.228320000000000000e+10 3.063769999999999982e+03 4.137410000000000000e+05 4.402200000000000000e+05
2.260690000000000055e+03 1.000000000000000000e+00 -3.201250000000000000e+10 3.051909999999999854e+03 3.932880000000000000e+05 4.343020000000000000e+05
